trait;PT;AU;BA;CA;GP;RI;OI;BE;Z2;TI;X1;Y1;Z1;FT;PN;AE;Z3;SO;S1;SE;BS;VL;IS;SI;MA;BP;EP;AR;DI;D2;SU;PD;PY;AB;X4;Y4;Z4;AK;CT;CY;SP;CL;TC;Z8;ZB;ZS;Z9;SN;BN;UT;PM
WD;J;"Alteyrac, J; Zhang, SY; Cloutier, A; Ruel, JC";;;;;;;;Influence of stand density on ring width and wood denisity at different sampling heights in black spruce (Picea mariana (Mill.) BSP);;;;;;;;WOOD AND FIBER SCIENCE;;;;37;1;;;83;94;;;;;janv-05;2005;Thirty-six black Spruce sample trees were collected from an 80-year-old stand to examine the influence of stand density on selected wood quality attributes and their variation with sampling height. The stand, naturally regenerated from fire in 1906, was located in Chibougamau. 400 km north of Quebec. Each tree. was assigned a local stand density ranging from 1390 to 3590 stems/ha, calculated from the number of neighboring trees. The trees were grouped into three stand density categories (1790, 2700, and 3400 stems/ha). Each sample tree was analyzed by X-ray densitometry. and various ring features including ring width and wood density were measured for each ring front pith to bark, at three heights (2.4, 5.1, and 7.8 m) and ring area and earlywood proportion were computed. For all features studied, the variation due to sampling height was larger than that due to stand density. The longitudinal variations for ring density and earlywood density depend largely upon the wood type (juvenile wood or mature wood). A variation of fine density with sampling height in the stern from 425 to 458 kg/m(3) was observed in juvenile wood, but variations with stand density in all the growth ring features studied were small. Notably, it was observed that stand density had more influence on ring width features than on ring density features.;;;;;;;;;25;0;9;0;25;0735-6161;;WOS:000226339700009;
WD;J;"Ivkovic, M; Rozenberg, P";;;;"Rozenberg, Philippe/C-6466-2009; Ivkovic, Milos/I-2863-2012";;;;A method for describing and modelling of within-ring wood density distribution in clones of three coniferous species;;;;;;;;ANNALS OF FOREST SCIENCE;;;;61;8;;;759;769;;10.1051/forest:2004072;;;DEC 2004;2004;Wood density within growth rings was examined and modelled for clones of three coniferous species: Norway spruce, Douglas fir, and maritime pine. Within-ring density measurements obtained by X-ray scanning were represented as a frequency distribution. The distribution was described using both moment-based and non-parametric ( robust) statistics and its sample quantiles were modelled using the generalised lambda distribution. In Norway spruce the frequency distribution of wood density was unimodal and asymmetric (i.e. positively skewed), whereas in Douglas fir and maritime pine, the distribution was bimodal (i.e. mixture of two skewed distributions, corresponding to earlywood and latewood ring zones). In all three species, analyses of covariance revealed that, after adjustment for ring width or mean ring density, there was still significant ( p < 0.01) clone variability in within-ring frequency distribution parameters (i.e. clones with similar growth rate or mean density had different within-ring structure).;;;;;;;;;10;0;5;0;10;1286-4560;;WOS:000226748700003;
WD;J;"DeBell, DS; Singleton, R; Gartner, BL; Marshall, DD";;;;;;;;Wood density of young-growth western hemlock: relation to ring age, radial growth, stand density, and site quality;;;;;;;;CANADIAN JOURNAL OF FOREST RESEARCH-REVUE CANADIENNE DE RECHERCHE FORESTIERE;;;;34;12;;;2433;2442;;10.1139/X04-123;;;DEC 2004;2004;Breast-high stem sections were sampled from 56 western hemlock (Tsuga heterophylla (Raf.) Sarg.) trees growing in 15 plots representing a wide range of tree and site conditions in northwestern Oregon. Growth and wood density traits of individual rings were measured via X-ray densitometry, and relationships of ring density and its components to age and growth rate were analyzed. Ring density was highest (0.49 g/cm(3)) near the pith, declined to 0.40 g/cm(3) at age 10, remained stable to about age 25, and then increased gradually and remained between 0.43 and 0.44 g/cm(3) from age 38 to 45 and beyond. A negative influence of rapid growth on whole ring density was greatest at young ages and diminished with time, becoming nonsignificant beyond age 30. Earlywood density, latewood density, and latewood proportion were all negatively related to ring width at young ages, but by age 21-25, latewood proportion was the only component of ring density that remained significantly diminished by increased growth rate. Residual differences in wood density (after age and growth rate were considered) did not appear to be related to either stand density or site class. Overall, young-growth hemlock trees are relatively uniform in wood density and likely to be more so if grown in intensively managed stands.;;;;;;;;;12;0;6;0;14;0045-5067;;WOS:000226595800004;
WD;J;Kumar, S;;;;Kumar, Satish/F-6901-2011;;;;Genetic parameter estimates for wood stiffness, strength, internal checking, and resin bleeding for radiata pine;;;;;;;;CANADIAN JOURNAL OF FOREST RESEARCH-REVUE CANADIENNE DE RECHERCHE FORESTIERE;;;;34;12;;;2601;2610;;10.1139/X04-128;;;DEC 2004;2004;Data from two separate experiments were used to estimate genetic parameters for different wood properties of Pinus radiata D. Don in New Zealand. In experiment 1, 72 and 60 open-pollinated families were sampled at two sites, Kinleith and Paengaroa, respectively. Fifty-nine such families were common to both sites. In experiment 2, 62 and 29 pollen-parent families were sampled from a female-tester trial at two sites, Kaingaroa and Warrengong (the latter in Australia), respectively. Twenty-nine such families were common to both sites. Clearwood stiffness (MOE) and strength (MOR), wood density (DEN), acoustic stiffness on standing trees (IMLH), acoustic stiffness in 5-m logs (HITMAN), external resin bleeding (ERB), internal checking from discs taken at 1.3-m and 3.0-m height (CHEKsubscriptB and CHEKsubscriptU), and diameter at breast height (DBH) were assessed. Within-site narrow-sense heritability (h(2)) estimates of various wood properties were consistent, particularly within New Zealand. Across-sites estimates of h(2) of HITMAN, CHEKsubscriptB, and DEN were, respectively, 0.24, 0.40, and 0.62 in experiment 1 and 0.21, 0.16, and 0.38 in experiment 2. Estimated type B genetic correlations were generally high for all traits except DBH. DEN showed strong positive genetic correlation with all direct and acoustic measures of stiffness (MOE, HITMAN, and IMLH). DEN and all measures of stiffness showed low to moderate negative genetic correlations with DBH.;;;;;;;;;60;1;56;2;68;0045-5067;;WOS:000226595800019;
WD;J;"Chambers, JQ; Higuchi, N; Teixeira, LM; dos Santos, J; Laurance, SG; Trumbore, SE";;;;"Laurance, Susan/G-6021-2011; Trumbore, Susan/B-1948-2013; Chambers, Jeffrey/J-9021-2014";;;;Response of tree biomass and wood litter to disturbance in a Central Amazon forest;;;;;;;;OECOLOGIA;;;;141;4;;;596;611;;10.1007/s00442-004-1676-2;;;DEC 2004;2004;We developed an individual-based stochastic-empirical model to simulate the carbon dynamics of live and dead trees in a Central Amazon forest near Manaus, Brazil. The model is based on analyses of extensive field studies carried out on permanent forest inventory plots, and syntheses of published studies. New analyses included: ( 1) growth suppression of small trees, ( 2) maximum size ( trunk base diameter) for 220 tree species, ( 3) the relationship between growth rate and wood density, and ( 4) the growth response of surviving trees to catastrophic mortality ( from logging). The model simulates a forest inventory plot, and tracks recruitment, growth, and mortality of live trees, decomposition of dead trees ( coarse litter), and how these processes vary with changing environmental conditions. Model predictions were tested against aggregated field data, and also compared with independent measurements including maximum tree age and coarse litter standing stocks. Spatial analyses demonstrated that a plot size of similar to 10 ha was required to accurately measure wood ( live and dead) carbon balance. With the model accurately predicting relevant pools and fluxes, a number of model experiments were performed to predict forest carbon balance response to perturbations including: ( 1) increased productivity due to CO2 fertilization, ( 2) a single semi-catastrophic ( 10%) mortality event, ( 3) increased recruitment and mortality ( turnover) rates, and ( 4) the combined effects of increased turnover, increased tree growth rates, and decreased mean wood density of new recruits. Results demonstrated that carbon accumulation over the past few decades observed on tropical forest inventory plots (similar to 0.5 Mg C ha(-1) year(-1)) is not likely caused by CO2 fertilization. A maximum 25% increase in woody tissue productivity with a doubling of atmospheric CO2 only resulted in an accumulation rate of 0.05 Mg C ha(-1) year(-1) for the period 1980 - 2020 for a Central Amazon forest, or an order of magnitude less than observed on the inventory plots. In contrast, model parameterization based on extensive data from a logging experiment demonstrated a rapid increase in tree growth following disturbance, which could be misinterpreted as carbon sequestration if changes in coarse litter stocks were not considered. Combined results demonstrated that predictions of changes in forest carbon balance during the twenty-first century are highly dependent on assumptions of tree response to various perturbations, and underscores the importance of a close coupling of model and field investigations.;;;;;;;;;47;0;37;0;48;0029-8549;;WOS:000224999800006;15365808
WD;J;Kumar, S;;;;Kumar, Satish/F-6901-2011;;;;Effect of selfing on various economic traits in Pinus radiata and some implications for breeding strategy;;;;;;;;FOREST SCIENCE;;;;50;5;;;571;578;;;;;oct-04;2004;Selfed and outcrossed progenies of 41 Pinus radiata plus trees were obtained from two separate studies to evaluate the effect of inbreeding on economic traits such as diameter, bole straightness, branching, wood density, and Dothistroma infection at the selection age and at the harvest age. The possibility of using selfed families for estimation of genetic parameters and future breeding was investigated. For diameter, inbreeding depression (ID) varied between 13 and 17% at different ages across different sites. An ID of about 13% and -3.0% was obtained for straightness and wood density, respectively. For Dothistroma, the pattern of ID at different ages was not consistent across different environments. There was generally a close agreement, for all traits except diameter, between estimates of narrow-sense heritability obtained from selfed and outcrossed progenies. Estimated correlations between predicted breeding values at different ages were higher for selfed families compared to outcrossed families, indicating that early selection would be more effective among selfed families than among outcrossed families. For all traits except diameter growth, ranking of parents on selfed performance was highly correlated with outcrossed performance at the selection age. This study showed that selection on selfs (even after culling of less vigorous individuals at the nursery stage) would not be effective for diameter growth, but it might be a reasonably good strategy for form traits, Dothistroma resistance, and wood density.;;;;;;;;;6;0;4;0;6;0015-749X;;WOS:000225369100001;
WD;J;"Duchesne, I; Zhang, SY";;;;;;;;Variation in tree growth, wood density, and pulp fiber properties of 35 white spruce (Picea glauca (Moench) Voss) families grown in Quebec;;;;;;;;WOOD AND FIBER SCIENCE;;;;36;4;;;467;475;;;;;oct-04;2004;Thirty-Five fast-growing white spruce families planted at two sites were compared for their growth, wood and fiber properties. The analysis was made at family level, and each family comprised four individual trees. There was a significant difference in growth rate (expressed as mean annual ring width) between the two sites, and trees grew faster at Lac St-Ignace site compared to Valcartier site. The faster tree growth rates recorded at Lac St-Ignace site resulted in significantly shorter fibers for 33 of the 35 families analyzed in comparison to Valcartier, but had no significant effect on basic wood density and fiber coarseness. The pulping properties varied between the three families analyzed at two sites. Overall, the handsheet tear index properties were low but the tensile indices were high. The fastest-growing families at Lac St-Ignace site tended to have lower tear index and pulp yields but slightly higher handsheet densities than the same families grown at Valcartier site. Thus, the white spruce pulps appear more appropriate for better bonded paper grades where surface smoothness and good printability are required rather than for paper grades where high sheet strength is required.;;;;;;;;;3;0;1;1;3;0735-6161;;WOS:000224421600002;
WD;J;"Livingston, AK; Cameron, AD; Petty, JA; Lee, SL";;;;;;;;Effect of growth rate on wood properties of genetically improved Sitka spruce;;;;;;;;FORESTRY;;;;77;4;;;325;334;;10.1093/forestry/77.4.325;;;FAL 2004;2004;This study examined the wood properties of 24-year-old Sitka spruce (Picea sitchensis (Bong.) Carr.) progenies with highly contrasting growth rates. The progenies were established as part of a breeding programme to improve growth rate and stem form. Trees from three progenies were selected with a high growth rate relative to an unimproved control of directly imported material from the Queen Charlotte Islands (QCI), British Columbia, Canada. Trees from a further three progenies were selected that displayed a similar growth rate to the QCI control. At the time of sampling, the fastgrowing progenies had a mean volume gain over the QCI and slow-growing progenies of 70 per cent. Trees from the fast-growing progenies were found to have significantly larger branches, less latewood, and more compression wood in comparison with the QCI control and the slow-growing progenies. On the other hand, trees from the fast-growing progenies had a smaller grain angle than the QCI control. While fast-growing progenies had lower wood density than the control, this was not significantly different. These findings suggest that, in general, the criteria used to select Sitka spruce trees in the forest as potential candidates for the breeding population would indeed lead to significant improvements of the growth performance and grain angle from improved planting stock. Breeders need to be aware, however, of possible negative influences of such selection criteria on other stem and wood properties known to influence wood strength.;;;;;Conference on Pacific Temperate Conifers as Introduced and Native;MAY 27-30, 2002;"INRA; Cemagref";Orleans, FRANCE;8;0;7;0;9;0015-752X;;WOS:000223792000008;
WD;J;Dvorak, WS;;;;;;;;World view of Gmelina arborea: opportunities and challenges;;;;;;;;NEW FORESTS;;;;28;02-mars;;;111;126;;10.1023/B:NEFO.0000040940.32574.22;;;sept-04;2004;Gmelina arborea Roxb. (gmelina) occurs naturally in 11 countries in tropical and subtropical regions of Asia. Approximately 700,000 ha of gmelina have now been established in plantations, small woodlots and agroforestry settings in west-central and eastern Africa, southeast Asia, the South Pacific, and northern Latin America. It is expected that planting areas will expand to 800,000 ha by 2020. The species has generated interest because of its fast growth and quick return on investment. Its wood can be used for a multitude of products that range from pulp to furniture parts. Gmelina also has great utility in agroforestry systems. Intensive breeding and improved clones will bring better growth, more uniform wood, better disease resistance, and products of higher quality to both local and international markets. Several factors might limit the degree of improvement and use of gmelina: ( a) the species is susceptible to insect attacks and disease which might limit plantation expansion, (b) artificial pollinations are labor intensive and sometimes difficult to complete successfully, thus delaying breeding cycles and deployment of elite populations and clones and ( c) the wood density of gmelina is approximately 410 kg/m(3) at 8 years of age, which is lower than most commercial species of eucalypts and acacias. Low density affects pulp yields and product strength. These challenges can be met by: ( a) development of clones resistant to insect and disease attacks as a cost effective means to maintain plantation stocking and productivity, ( b) development of one-stop pollination techniques to increase pollination success rates and reduce the work loads in breeding programs, and ( c) utilization of the great tree to tree variation in wood properties in gmelina to develop new races of trees that have both desirable growth rates and dense wood. Access to a broad genetic base of gmelina is central to meeting these challenges.;;;;;International Gmelina Workshop;APR 04-10, 2003;"Int Tree Conservat & Domesticat Cooperat; N Carolina State Univ; PT Sumalindo Lestari Jaya";Samarinda, INDONESIA;15;0;10;1;16;0169-4286;;WOS:000223771400002;
WD;J;"Laurance, WF; Nascimento, HEM; Laurance, SG; Condit, R; D'Angelo, S; Andrade, A";;;;"Laurance, Susan/G-6021-2011; Laurance, William/B-2709-2012; Nascimento, Henrique/F-8612-2012";;;;Inferred longevity of Amazonian rainforest trees based on a long-term demographic study;;;;;;;;FOREST ECOLOGY AND MANAGEMENT;;;;190;02-mars;;;131;143;;10.1016/j.foreco.2003.09.011;;;MAR 22 2004;2004;We used data from a long-term (14-18 years) demographic study to infer the maximum longevity for populations of 93 relatively abundant tree species in central Amazonia. We also assessed the influence of several life-history features (wood density, growth form, mortality rate, recruitment rate, stem diameter, growth increment, population density) on tree longevity. Data on 3159 individual trees were collected in 24 permanent, 1 ha plots in undisturbed forest arrayed across a large (ca. 1000 km(2)) study area. For each species, three estimates of longevity were generated (by dividing the stem diameter of the largest tree by the median, upper quartile, and upper decile of observed diameter-growth rates), and the mean of these three values was used as a longevity estimate. Longevity values ranged from 48 years in the pioneer Pourouma bicolor (Cecropiaceae) to 981 years for the canopy tree Pouteria manaosensis (Sapotaceae), with an overall mean of 336 +/- 196 years. These growth-based estimates of maximum tree age were concordant with those derived from analyses of mean mortality rates. Tree longevity was positively correlated with wood density, maximum stem diameter, and population density, and negatively correlated with annual mortality, recruitment, and growth rates. On average, pioneer species had much lower longevity than did non-pioneers, whereas among old-growth trees, emergent species had greater longevity than did canopy species. Our results are consistent with radiocarbon-based studies that suggest that Amazonian trees can occasionally exceed 1000 years of age. (C) 2003 Elsevier B.V. All rights reserved.;;;;;;;;;58;1;57;4;63;0378-1127;;WOS:000220456200002;
WD;J;"Beets, PN; Oliver, GR; Kimberley, MO; Pearce, SH; Rodgers, B";;;;;;;;Genetic and soil factors associated with variation in visual magnesium deficiency symptoms in Pinus radiata;;;;;;;;FOREST ECOLOGY AND MANAGEMENT;;;;189;01-mars;;;263;279;;10.1016/j.foreco.2003.08.013;;;FEB 23 2004;2004;Magnesium deficiency symptoms are widespread in radiata pine stands throughout New Zealand, though deficiency symptoms have been reported to be more severe during the last two decades particularly on pumice soils in the central North Island, leading to reductions in growth rate and wood density. Large differences in the severity of symptoms occur over small spatial scales, which arise partly because of genetic differences in nutritional traits between trees, however, suspected variations in site factors have eluded detection. Several new trials established in a second-rotation Pinus radiata stand at Puruki forest were measured to investigate the role of soil and genetic factors associated with small-scale spatial variation in Mg deficiency symptoms observed on the pumice soils there in the first-rotation.The trials included seedling and clonally propagated progeny from open pollinated parents. Ten progeny from each of 40 open pollinated families were propagated as fascicle cuttings. In addition to clones, seedlings from a Puruki Control seedlot developed from 26 open pollinated healthy seed-parent phenotypes, and a GF30 seedlot selected for improved growth rate and stem form were included. These genotypes were planted in six plot replicates each containing a single ramet of the 400 clones, and 10 plot replicates each containing a single ramet of 80 clones (a subset of the 400). The latter 10 plots also contained 10 ramets of a single clone, and 60 seedlings (30 each from Puruki Control and GF30). The 16 plots were deployed in areas with moderate to severe Mg deficiency symptoms. Additional seedlings and clones from 20 families were planted in family row plots to test for propagation effects.Magnesium deficiency symptoms in individual trees scored at stand ages 2 and 3 years showed strong plot, clone, family, and seedlot differences. Plot means ranged from 1.6 to 3.1, clone means ranged from 1.3 to 4.1, with a 1999-2000 age-age correlation for clone means of 0.69 (n = 378), and family means ranged from 1.4 to 3.6, with a 1999-2000 age-age correlation of 0.92 (n = 40). Broad sense heritability of Mg deficiency score (and S.E.) was 0.46 (0.03) and narrow sense heritability 0.69 (0.17), based on clone scores averaged over both years. These results suggest the need to avoid seedlots based on a small number of parent trees, unless clones or families of known resistance to Mg deficiency are used.Significant plot differences in solution Ca, Cu, K, Mg, S, exchangeable Na and Al were found at the 0-0.1 m depth, and solution K, total C, N, and exchangeable K at 0.5-1.0 m depth. Mg deficiency symptoms were positively correlated with exchangeable K (r = 0.83) and solution K (r = 0.70) at 0.5-1.0 m depth, and negatively correlated with exchangeable Mg concentration (r = 0.51) at 0-0.1 m depth. Spatial variation in subsoil K primarily determined plot differences in Mg deficiency symptoms at this site. Exchangeable K concentration was positively correlated with the thickness of the lapilli layer at 0.5-1 m depth, which may explain the widespread occurrence of Mg deficiency symptoms on volcanic soil when the surface horizon is dry. (C) 2003 Elsevier B.V. All rights reserved.;;;;;;;;;16;0;16;2;20;0378-1127;;WOS:000188971000020;
WD;J;"Menzies, M. I.; Faulds, T.; Holden, D. G.; Kumar, S.; Klomp, B. K.";;;;;;;;Maturation status and genetic improvement effects on growth, form, and wood properties of Pinus radiata cuttings up to age 12 years;;;;;;;;New Zealand Journal of Forestry Science;;;;34;3;;;255;271;;;;;2004;2004;"A field trial was initiated in 1986 to evaluate nursery methods for producing aged cuttings of varying physiological age (PA) from stool-beds. Seedlings and cuttings taken from 5-year-old Pinus radiata D.Don seedlings grown in the field were included as controls. Three seedlots of different genetic improvement levels from unimproved bulk seed (GF3) to control-pollinated seed from a seed orchard (GF21) were used to study differences in growth rate, tree form, and wood properties (density and acoustic velocity) between cuttings of five different physiological ages up to 5 years and seedlings, and any interaction between physiological age and levels of genetic improvement.Results showed no persistent long-term height growth differences, and by 4 years of age, any height differences were no longer significant. GF16 and GF21 plants had significantly larger diameters than GF3 plants at both 4 and I I years of age. Also, seedlings (PA0), and cuttings from 1-year-old seedlings (PA1), had significantly larger diameters than PA5 cuttings from field-grown trees; the cuttings of other physiological ages were intermediate at both 4 and I I years of age. Physiologically older cuttings had better butt log straightness and freedom from malformation than seedlings and PA I cuttings. There was no effect of seedlot or physiological age on wood density, up to a physiological age of 5 years. However, acoustic velocity at breast height (as an indicator of stiffness) increased significantly and consistently with increasing physiological age.Previous research has shown that cuttings with a physiological age of I to 3 years will perform as well as or better than seedlings on both farm and forestry sites, with an optimum physiological age of about 3 years, when there will be improved stem form without any early loss of growth rate. This trial on a fertile ex-farm site has confirmed these trends and also shown improvement in breast-height acoustic velocity of around 6.4% from PA3 cuttings and more than 11% from PA5 field cuttings, compared with seedlings.";;;;;;;;;5;0;5;0;6;0048-0134;;BCI:BCI200510211244;
WD;S;"Ruiz-Sanchez, MC; Torrecillas, A; Nicolas, E; Ortuno, MF; Abrisqueta, JM; Alarcon, JJ; Domingo, R; Perez-Pastor, A";;;;"Torrecillas, Arturo/G-5124-2011; Nicolas, Emilio/G-3785-2011; Ruiz-Sanchez, M. Carmen/A-5631-2012; Alarcon , Juan Jose /G-7828-2011; Ortuno, Maria Fernanda/G-9697-2011";;Snyder, RL;;Sap flow, trunk diameter and plant-water relations parameters as stress indicators of apricot trees;;;;;;;;PROCEEDINGS OF THE IVTH INTERNATIONAL SYMPOSIUM ON IRRIGATION OF HORTICULTURAL CROPS;;ACTA HORTICULTURAE;;;664;;;575;582;;;;;2004;2004;The aim of this paper was to study continuous and discrete parameters of plant-water relations in mature apricot trees, in order to analyse the physiological basis of these plant-based sensors as well to determine the most sensitive indicator of plant water deficits. The experiment was performed during 1998-2001 in twelve-year-old apricot trees (Prunus armeniaca L., cv. Bulida), growing under field conditions in Murcia, Spain (semi-arid climate, with 1500 mm average annual evaporation and 350 mm rainfall) in a clay loam texture soil (128 mm m(-1) available soil water content and 1.45 Mg m(-3) bulk density). Trees were submitted to two drip irrigated treatments: a control treatment irrigated at 100% of seasonal ETc and a water deficit treatment (WD) irrigated at 50% of the control treatment. The diurnal courses of leaf water potentials, leaf conductance, net photosynthesis, leaf temperature, sap flow and trunk diameter fluctuations were studied throughout one growing season. The deficit treatment showed stomatal regulation as an adaptive mechanisms to drought, which allows plants to regulate water loss more effectively. Leaf temperature values were higher in WD than in the control treatment, and acted as a good stress indicator. Net photosynthesis showed a good correlation with leaf conductance values. In deficit irrigation conditions, osmotic adjustment was not observed. Both leaf water potential and gas exchange parameters were well correlated with evaporative demand of the atmosphere. Trunk diameters oscillate over a 24-h cycle, reaching a maximum value just before sunrise and a minimum sometime in the afternoon. The difference between maximum and minimum values is termed maximum daily shrinkage (MDS). This parameter increased in WD plants during the first period of the growing season, however, when the water stress was accumulated (in the last period of the growing season), MDS shown an important decrease in the water stressed plants respect to the irrigated ones. The sap flow values were lower in the deficit than in the control treatment throughout the growing season, although the greatest differences were observed in spring. Trunk diameter and sap flow showed moderately good correlations with the mean daily ETo in adult apricot trees grown under non-limiting soil water conditions.;;;;;4th International Symposium on Irrigation of Horticultural Crops;SEP 01-06, 2003;;Davis, CA;1;0;1;0;1;0567-7572;90-6605-366-6;WOS:000227680000072;
WD;J;Lundgren, C;;;;;;;;Microfibril angle and density patterns of fertilized and irrigated Norway spruce;;;;;;;;SILVA FENNICA;;;;38;1;;;107;117;;;;;2004;2004;"Two Norway spruce nutrient optimisation trials, one in the north of Sweden and one in the south, were used to study the effects of intensive growth and fertilization on wood density and microfibril angle. Three different treatments and a control were available; daily irrigation, daily liquid fertilization and solid fertilization. The nutrient optimisation was based on foliage analysis and the solid fertilization essentially comprised the same amount of nutrients but was applied annually in solid form. Measurements of density and microfibril angle (MFA) were per-formed using X-ray diffraction. Growth rate, expressed as a transformation of annual ring width, was very important at the southern site when the effect of cambial maturation had been taken into account. Effects of both fertilization and irrigation remained strong and significant for density, and irrigation was a significant factor explaining MEA. At the northern site distance from pith was the dominant factor but the effect of growth rate was also strong and the treatment effect was significant for both density and MFA. The combination of higher MEA and decrease in density for fertilized trees resulted in a lower calculated strength of the wood. An over 100% increase in ring width only corresponded to approximately a 20% decrease in wood density and the production of wood dry matter was hence increased by treatments.";;;;;;;;;30;3;26;0;34;0037-5330;;WOS:000220577100009;
WD;J;"Gilbert, Benjamin; Wright, S. Joseph; Kitajima, Kaoru; Muller-Landau, Helene C.; Hernandez, Andres";;;;;;;;The consistency and ecological importance of life history trade-offs in tropical trees and lianas.;;;;;;;;Ecological Society of America Annual Meeting Abstracts;;;;89;;;;178;178;;;;;2004;2004;;;;;;89th Annual Meeting of the Ecological Society of America - Lessons of Lewis and Clark: Ecological Exploration of Inhabited Landscapes;August 01-06, 2004;The Ecological Society of America;Portland, OR, USA;0;0;0;0;0;;;BCI:BCI200500122994;
WD;J;"Johnson, GR; Gartner, BL; Maguire, D; Kanaskie, A";;;;;;;;Influence of Bravo fungicide applications on wood density and moisture content of Swiss needle cast affected Douglas-fir trees;;;;;;;;FOREST ECOLOGY AND MANAGEMENT;;;;186;01-mars;;;339;348;;10.1016/S0378-1127(03)00305-0;;;DEC 5 2003;2003;Wood density, moisture content, Lracheid width and cell wall size were examined in trees from plots that were sprayed for 5 years with chlorothalonil (Bravo(R)) fungicide to reduce the impact of Swiss needle cast (SNC) and from trees in adjacent unsprayed plots. The unsprayed (more heavily diseased) trees had significantly narrower sapwood, narrower growth rings, lower sapwood moisture content, and narrower tracheid cell wall thickness than did the sprayed (less heavily diseased) trees. Moreover, unsprayed trees had altered earlywood density-earlywood width relationships, higher latewood proportion, and higher overall wood density than the sprayed trees. We hypothesize: (1) that the decreased moisture content of diseased trees results from their poor carbon economy resulting in insufficient energy (photosynthate) to reverse sapwood embolisms, and (2) SNC decreases wood density relative to growth rate. (C) 2003 Elsevier B.V. All rights reserved.;;;;;;;;;8;0;7;0;8;0378-1127;;WOS:000186868100029;
WD;J;"Wright, SJ; Muller-Landau, HC; Condit, R; Hubbell, SP";;;;Wright, Stuart/M-3311-2013;Wright, Stuart/0000-0003-4260-5676;;;Gap-dependent recruitment, realized vital rates, and size distributions of tropical trees;;;;;;;;ECOLOGY;;;;84;12;;;3174;3185;;10.1890/02-0038;;;DEC 2003;2003;"In closed-canopy forests, plant morphology and physiology determine shade tolerance and potential growth and mortality rates; potential vital rates and ongoing gap dependence determine realized vital rates; and realized vital rates determine individual size distributions. This hypothesis was evaluated for the 73 most abundant canopy tree species from Barro Colorado Island, Panama. The percentage of recruits located in tree-fall gaps (P), sapling growth (G), and mortality (M) rates, and the coefficient of skewness of size distributions (g(1)) were determined from censuses of all individuals >10 mm dbh in a 50-ha plot, Seven qualitative, bivariate predictions relating g(1), G, M, P, and wood density (W) were evaluated. Six of the seven predictions were substantiated in pairwise analyses. A path analysis integrated all seven predictions and explained 51% of the interspecific variation in g,. Size distributions with many large individuals and a long tail of relatively rare, small individuals (g(1) < 0) characterized gap-dependent species with large fecundity, seed mortality, seedling mortality, G, M, and P. Size distributions with many small individuals and a long tail of relatively rare, large individuals (g(1) > 0) characterized shade-tolerant species with the opposite traits. The percentage of tropical tree species that require tree-fall gaps to regenerate has been estimated to range from <20% to >70% for old-growth forests. Our analyses suggest that there are not large numbers of functionally equivalent species at either extreme of the regeneration continuum. Rather, there are very few extremely shade-tolerant and extremely light-demanding species. Most species have intermediate light requirements and lifestyles.";;;;;;;;;152;6;154;5;162;d_c-58;;WOS:000187973500008;
WD;J;"Yu, QB; Yang, DQ; Zhang, SY; Beaulieu, J; Duchesne, I";;;;;;;;Genetic variation in decay resistance and its correlation to wood density and growth in white spruce;;;;;;;;CANADIAN JOURNAL OF FOREST RESEARCH-REVUE CANADIENNE DE RECHERCHE FORESTIERE;;;;33;11;;;2177;2183;;10.1139/X03-150;;;nov-03;2003;This study investigated the genetic variation of white spruce (Picea glauca (Moench) Voss) in decay resistance and its correlation with wood density and growth. Three fungi were examined, a brown-rot fungus (Gloeophyllum trabeum), a white-rot fungus (Trametes versicolor), and a standing-tree-decay fungus (Fomitopsis pinicola). The decay resistance was inversely related to the growth rate of the fungi on heartwood blocks. A total of 270 trees of 35 families were harvested from 36-year-old provenance-progeny trials at two sites through a thinning operation. The narrow-sense heritabilities of white spruce decay resistance to brown rot and white rot were 0.21 and 0.27, respectively. There were no significant differences in resistance to standing-tree-decay fungus among the families. The phenotypic and genetic correlations between the growth rate of brown rot on heartwood blocks and wood density were positive, but the genetic correlation between wood density and the growth rate of white rot on heartwood blocks was negative but not significant. The results indicate that the different species of fungi have different relationships with the annual growth of trees and wood density, and suggest that selection for wood density in white spruce might lead to an increase in resistance to white rot, but a decrease in resistance to brown rot.;;;;;;;;;14;0;10;0;14;0045-5067;;WOS:000186558300013;
